Rank,Artist,Title,Streams,Date
7,James Arthur,Say You Won't Let Go,"2,691,922",2017-01-12
8,Maroon 5,Don't Wanna Know,"2,630,434",2017-01-12
9,The Weeknd,I Feel It Coming,"2,600,510",2017-01-12
10,Drake,Fake Love,"2,545,030",2017-01-12
11,Migos,Bad and Boujee (feat. Lil Uzi Vert),"2,436,204",2017-01-12
12,DJ Snake,Let Me Love You,"2,361,922",2017-01-12
13,Bruno Mars,24K Magic,"2,264,155",2017-01-12
14,Starley,Call On Me - Ryan Riback Extended Remix,"2,210,865",2017-01-12
15,Shakira,Chantaje (feat. Maluma),"2,115,560",2017-01-12
16,Steve Aoki,Just Hold On,"2,086,476",2017-01-12
17,Rae Sremmurd,Black Beatles,"2,035,583",2017-01-12
18,Machine Gun Kelly,Bad Things (with Camila Cabello),"2,001,196",2017-01-12
19,Ariana Grande,Side To Side,"1,841,954",2017-01-12
20,Major Lazer,Cold Water (feat. Justin Bieber & MØ),"1,813,246",2017-01-12
21,Drake,One Dance,"1,802,846",2017-01-12
22,Martin Garrix,In the Name of Love,"1,782,342",2017-01-12
23,Shawn Mendes,Mercy,"1,721,406",2017-01-12
24,The Chainsmokers,All We Know,"1,640,809",2017-01-12
25,Hailee Steinfeld,Starving,"1,536,793",2017-01-12
26,The Vamps,All Night,"1,506,949",2017-01-12
27,Calvin Harris,My Way,"1,474,286",2017-01-12
28,Zara Larsson,I Would Like,"1,467,708",2017-01-12
29,Robin Schulz,Shed a Light,"1,455,296",2017-01-12
30,Alessia Cara,Scars To Your Beautiful,"1,432,058",2017-01-12
31,Alessia Cara,"How Far I'll Go - From ""Moana""","1,424,409",2017-01-12
32,Sage The Gemini,Now and Later,"1,414,007",2017-01-12
33,John Legend,Love Me Now,"1,406,359",2017-01-12
34,Twenty One Pilots,Heathens,"1,402,898",2017-01-12
35,Alok,Hear Me Now,"1,398,514",2017-01-12
36,Jonas Blue,By Your Side,"1,375,938",2017-01-12
37,Shawn Mendes,Treat You Better,"1,340,333",2017-01-12
38,CNCO,Reggaetón Lento (Bailemos),"1,274,509",2017-01-12
39,The Chainsmokers,Don't Let Me Down,"1,256,434",2017-01-12
40,Alan Walker,Alone,"1,223,652",2017-01-12
41,Big Sean,Bounce Back,"1,213,724",2017-01-12
42,Aminé,Caroline,"1,204,281",2017-01-12
43,Ed Sheeran,Photograph,"1,178,784",2017-01-12
44,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"1,135,088",2017-01-12
45,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","1,110,792",2017-01-12
46,Sia,The Greatest,"1,097,847",2017-01-12
47,Nevada,The Mack,"1,082,934",2017-01-12
48,J Balvin,Safari,"1,063,397",2017-01-12
49,Sia,Cheap Thrills,"1,062,334",2017-01-12
50,DRAM,Broccoli (feat. Lil Yachty),"1,055,679",2017-01-12
51,Martin Jensen,Solo Dance,"1,027,323",2017-01-12
52,Rag'n'Bone Man,Human,"954,885",2017-01-12
53,Jon Bellion,All Time Low,"952,704",2017-01-12
54,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"912,257",2017-01-12
55,Adele,Water Under the Bridge,"907,338",2017-01-12
56,Noah Cyrus,Make Me (Cry),"900,649",2017-01-12
57,The Weeknd,Party Monster,"888,859",2017-01-12
58,Ricky Martin,Vente Pa' Ca,"881,247",2017-01-12
59,Zion & Lennox,Otra vez (feat. J Balvin),"873,558",2017-01-12
60,J. Cole,Deja Vu,"870,572",2017-01-12
61,Ed Sheeran,Thinking out Loud,"868,827",2017-01-12
62,NEIKED,Sexual,"868,714",2017-01-12
63,Petit Biscuit,Sunset Lover,"863,573",2017-01-12
64,Luke Christopher,Lot to Learn,"841,940",2017-01-12
65,Snakehips,Don't Leave,"840,108",2017-01-12
66,Calvin Harris,This Is What You Came For,"839,753",2017-01-12
67,Jonas Blue,Perfect Strangers,"812,495",2017-01-12
68,Twenty One Pilots,Ride,"787,384",2017-01-12
69,Drake,Too Good,"768,223",2017-01-12
70,gnash,"i hate u, i love u (feat. olivia o'brien)","767,055",2017-01-12
71,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),"764,064",2017-01-12
72,KYLE,iSpy (feat. Lil Yachty),"757,368",2017-01-12
73,The Chainsmokers,Setting Fires,"756,167",2017-01-12
74,Bebe Rexha,I Got You,"745,896",2017-01-12
75,Twenty One Pilots,Stressed Out,"740,795",2017-01-12
76,Rob $tone,Chill Bill,"735,854",2017-01-12
77,Cashmere Cat,Trust Nobody (feat. Selena Gomez & Tory Lanez),"733,122",2017-01-12
78,Alan Walker,Faded,"724,042",2017-01-12
79,21 Savage,X (feat. Future),"721,942",2017-01-12
80,Desiigner,Panda,"715,515",2017-01-12
81,Justin Bieber,Love Yourself,"704,258",2017-01-12
82,Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","696,360",2017-01-12
83,Bruno Mars,Versace on the Floor,"690,135",2017-01-12
84,Mike Perry,The Ocean (feat. Shy Martin),"688,064",2017-01-12
85,Drake,Sneakin’,"687,577",2017-01-12
86,Childish Gambino,Redbone,"685,718",2017-01-12
87,Rihanna,Work,"684,457",2017-01-12
88,21 Savage,No Heart,"681,220",2017-01-12
89,Little Mix,Shout Out to My Ex,"678,228",2017-01-12
90,AJR,Weak,"678,010",2017-01-12
91,Hearts & Colors,Lighthouse - Andrelli Remix,"676,547",2017-01-12
92,Coldplay,Hymn for the Weekend - Seeb Remix,"676,492",2017-01-12
93,Justin Bieber,Sorry,"675,347",2017-01-12
94,Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"674,584",2017-01-12
95,Sebastian Yatra,Traicionera,"672,421",2017-01-12
96,The Weeknd,Sidewalks,"648,710",2017-01-12
97,Drake,Controlla,"640,775",2017-01-12
98,Andy Grammer,Fresh Eyes,"637,091",2017-01-12
99,FRENSHIP,Capsize,"631,956",2017-01-12
100,Rihanna,Needed Me,"627,220",2017-01-12
101,Carlos Vives,La Bicicleta,"620,592",2017-01-12
102,The Weeknd,Six Feet Under,"616,764",2017-01-12
103,G-Eazy,Some Kind Of Drug,"605,940",2017-01-12
104,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,"605,430",2017-01-12
105,Niall Horan,This Town,"595,411",2017-01-12
106,Sean Paul,No Lie,"592,595",2017-01-12
107,Lukas Graham,7 Years,"591,959",2017-01-12
108,Ozuna,Dile Que Tu Me Quieres,"584,122",2017-01-12
109,IAmChino,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","578,778",2017-01-12
110,DNCE,Cake By The Ocean,"577,244",2017-01-12
111,Nause,Dynamite (feat. Pretty Sister),"574,217",2017-01-12
112,Lil Uzi Vert,You Was Right,"568,655",2017-01-12
113,Rihanna,Love On The Brain,"568,324",2017-01-12
114,Ariana Grande,Into You,"562,644",2017-01-12
115,JP Cooper,September Song,"562,598",2017-01-12
116,Calum Scott,Dancing On My Own,"559,238",2017-01-12
117,Adele,Send My Love (To Your New Lover),"558,120",2017-01-12
118,DJ Snake,Middle,"555,749",2017-01-12
119,Little Mix,Touch,"554,282",2017-01-12
120,Galantis,Love on Me,"552,321",2017-01-12
121,DVBBS,Not Going Home,"551,497",2017-01-12
122,Zay Hilfigerrr,Juju On That Beat (TZ Anthem),"542,393",2017-01-12
123,Rae Sremmurd,Swang,"542,325",2017-01-12
124,Daddy Yankee,Shaky Shaky,"538,937",2017-01-12
125,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),"538,736",2017-01-12
126,MØ,Final Song,"536,151",2017-01-12
127,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,"533,393",2017-01-12
128,Isaiah,It's Gotta Be You,"532,580",2017-01-12
129,Piso 21,Me Llamas (feat. Maluma) - Remix,"531,214",2017-01-12
130,Young Thug,pick up the phone,"528,299",2017-01-12
131,Jonas Blue,Fast Car,"528,186",2017-01-12
132,San Holo,Light,"527,044",2017-01-12
133,Major Lazer,Lean On (feat. MØ & DJ Snake),"525,000",2017-01-12
134,James Hersey,Miss You,"517,096",2017-01-12
135,Ed Sheeran,The A Team,"512,788",2017-01-12
136,J. Cole,Neighbors,"505,308",2017-01-12
137,Wisin,Vacaciones,"504,743",2017-01-12
138,Enrique Iglesias,DUELE EL CORAZON,"504,164",2017-01-12
139,Sia,The Greatest,"504,008",2017-01-12
140,G-Eazy,"Me, Myself & I","498,138",2017-01-12
141,Adele,Hello,"493,196",2017-01-12
142,MC G15,Deu Onda,"492,966",2017-01-12
143,Flo Rida,Cake - Challenge Version,"479,307",2017-01-12
144,James Bay,Let It Go,"479,242",2017-01-12
145,Cheat Codes,Sex,"479,092",2017-01-12
146,KREAM,Taped up Heart (feat. Clara Mae),"478,104",2017-01-12
147,Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""","474,910",2017-01-12
148,Young M.A,OOOUUU,"471,461",2017-01-12
149,MiC LOWRY,Oh Lord,"470,595",2017-01-12
150,The Chainsmokers,Roses,"467,893",2017-01-12
151,Bruno Mars,That's What I Like,"466,382",2017-01-12
152,Shawn Mendes,Stitches,"466,287",2017-01-12
153,Chino & Nacho,Andas En Mi Cabeza,"463,635",2017-01-12
154,Zara Larsson,Lush Life,"462,048",2017-01-12
155,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","461,297",2017-01-12
156,The Weeknd,Reminder,"461,262",2017-01-12
157,Zara Larsson,Ain't My Fault,"452,027",2017-01-12
158,Maluma,Borro Cassette,"451,808",2017-01-12
159,ZAYN,PILLOWTALK,"444,667",2017-01-12
160,A R I Z O N A,Oceans Away,"441,237",2017-01-12
161,Mura Masa,Love$ick,"440,530",2017-01-12
162,Dante Klein,Let Me Hold You (Turn Me On),"439,832",2017-01-12
163,The Weeknd,The Hills,"436,019",2017-01-12
164,Future,Used to This,"434,699",2017-01-12
165,Big Sean,Moves,"434,678",2017-01-12
166,Justin Bieber,What Do You Mean?,"434,072",2017-01-12
167,Drake,Jumpman,"433,394",2017-01-12
168,The Weeknd,Rockin’,"431,922",2017-01-12
169,Lady Gaga,Million Reasons,"431,815",2017-01-12
170,The Weeknd,Die For You,"431,043",2017-01-12
171,Future,Low Life,"428,628",2017-01-12
172,Drake,Hotline Bling,"426,371",2017-01-12
173,Milky Chance,Cocoon,"426,326",2017-01-12
174,Maluma,Cuatro Babys,"423,748",2017-01-12
175,J. Cole,No Role Modelz,"423,021",2017-01-12
176,Ed Sheeran,Tenerife Sea,"421,746",2017-01-12
177,Jax Jones,You Don't Know Me - Radio Edit,"419,753",2017-01-12
178,J. Cole,Immortal,"417,495",2017-01-12
179,Flume,Never Be Like You,"416,767",2017-01-12
180,Tove Lo,Cool Girl,"416,128",2017-01-12
181,Travis Scott,goosebumps,"414,087",2017-01-12
182,Eminem,'Till I Collapse,"411,360",2017-01-12
183,Chris Brown,Party,"409,148",2017-01-12
184,Marc E. Bassy,You & Me,"408,397",2017-01-12
185,Charly Black,Gyal You A Party Animal - Remix,"405,923",2017-01-12
186,Joel Adams,Please Don't Go,"404,410",2017-01-12
187,Passenger,Let Her Go,"399,956",2017-01-12
188,John Legend,All of Me,"397,776",2017-01-12
189,Ed Sheeran,Don't,"394,652",2017-01-12
190,Galantis,No Money,"393,989",2017-01-12
191,Flume,Say It (feat. Tove Lo),"387,328",2017-01-12
192,David Guetta,Would I Lie to You - Radio Edit,"386,721",2017-01-12
193,Kiiara,Gold,"384,831",2017-01-12
194,Farruko,Chillax (feat. Ky-Mani Marley),"384,184",2017-01-12
195,Sam Smith,Stay With Me,"383,892",2017-01-12
196,The Weeknd,Can't Feel My Face,"383,489",2017-01-12
197,Anne-Marie,Alarm,"380,472",2017-01-12
198,Post Malone,White Iverson,"378,745",2017-01-12
199,The Weeknd,Secrets,"378,716",2017-01-12
200,The Weeknd,True Colors,"377,864",2017-01-12
Rank,Artist,Title,Streams,Date
1,Ed Sheeran,Shape of You,"7,081,620",2017-01-13
2,Ed Sheeran,Castle on the Hill,"4,318,590",2017-01-13
3,The Weeknd,Starboy,"3,565,509",2017-01-13
4,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","3,296,224",2017-01-13
5,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),"3,204,571",2017-01-13
6,The Chainsmokers,Closer,"2,978,360",2017-01-13
7,James Arthur,Say You Won't Let Go,"2,700,028",2017-01-13
8,The Weeknd,I Feel It Coming,"2,653,707",2017-01-13
9,Maroon 5,Don't Wanna Know,"2,629,010",2017-01-13
10,Drake,Fake Love,"2,574,514",2017-01-13
11,Migos,Bad and Boujee (feat. Lil Uzi Vert),"2,478,495",2017-01-13
12,DJ Snake,Let Me Love You,"2,377,275",2017-01-13
13,Bruno Mars,24K Magic,"2,255,848",2017-01-13
14,Starley,Call On Me - Ryan Riback Extended Remix,"2,219,271",2017-01-13
15,Shakira,Chantaje (feat. Maluma),"2,155,741",2017-01-13
16,Steve Aoki,Just Hold On,"2,097,390",2017-01-13
17,Rae Sremmurd,Black Beatles,"2,042,996",2017-01-13
18,Machine Gun Kelly,Bad Things (with Camila Cabello),"2,013,911",2017-01-13
19,Drake,One Dance,"1,847,116",2017-01-13
20,Major Lazer,Cold Water (feat. Justin Bieber & MØ),"1,836,586",2017-01-13
21,Ariana Grande,Side To Side,"1,832,384",2017-01-13
22,Martin Garrix,In the Name of Love,"1,770,827",2017-01-13
23,Shawn Mendes,Mercy,"1,709,759",2017-01-13
24,The Chainsmokers,All We Know,"1,645,026",2017-01-13
25,Hailee Steinfeld,Starving,"1,550,515",2017-01-13
26,The Vamps,All Night,"1,501,314",2017-01-13
27,Calvin Harris,My Way,"1,475,791",2017-01-13
28,Zara Larsson,I Would Like,"1,472,251",2017-01-13
29,Robin Schulz,Shed a Light,"1,454,321",2017-01-13
30,Alessia Cara,"How Far I'll Go - From ""Moana""","1,443,793",2017-01-13
31,Alessia Cara,Scars To Your Beautiful,"1,431,256",2017-01-13
32,Sage The Gemini,Now and Later,"1,430,717",2017-01-13
33,Alok,Hear Me Now,"1,422,324",2017-01-13
34,Twenty One Pilots,Heathens,"1,410,108",2017-01-13
35,John Legend,Love Me Now,"1,394,997",2017-01-13
36,Jonas Blue,By Your Side,"1,372,950",2017-01-13
37,Shawn Mendes,Treat You Better,"1,339,849",2017-01-13
38,CNCO,Reggaetón Lento (Bailemos),"1,289,889",2017-01-13
39,The Chainsmokers,Don't Let Me Down,"1,282,768",2017-01-13
40,Alan Walker,Alone,"1,255,666",2017-01-13
41,Big Sean,Bounce Back,"1,254,173",2017-01-13
42,Aminé,Caroline,"1,220,007",2017-01-13
43,Ed Sheeran,Photograph,"1,152,503",2017-01-13
44,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"1,143,421",2017-01-13
45,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","1,127,980",2017-01-13
46,DRAM,Broccoli (feat. Lil Yachty),"1,106,037",2017-01-13
47,Sia,The Greatest,"1,088,593",2017-01-13
48,Sia,Cheap Thrills,"1,083,334",2017-01-13
49,J Balvin,Safari,"1,081,493",2017-01-13
50,Martin Jensen,Solo Dance,"1,052,594",2017-01-13
51,Nevada,The Mack,"1,050,795",2017-01-13
52,Jon Bellion,All Time Low,"974,033",2017-01-13
53,The Weeknd,Party Monster,"950,623",2017-01-13
54,Rag'n'Bone Man,Human,"939,779",2017-01-13
55,Noah Cyrus,Make Me (Cry),"920,726",2017-01-13
56,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"912,533",2017-01-13
57,Adele,Water Under the Bridge,"903,632",2017-01-13
58,Ricky Martin,Vente Pa' Ca,"898,144",2017-01-13
59,Zion & Lennox,Otra vez (feat. J Balvin),"897,522",2017-01-13
60,J. Cole,Deja Vu,"868,665",2017-01-13
61,Petit Biscuit,Sunset Lover,"866,960",2017-01-13
62,NEIKED,Sexual,"860,314",2017-01-13
63,Ed Sheeran,Thinking out Loud,"858,590",2017-01-13
64,Calvin Harris,This Is What You Came For,"855,303",2017-01-13
65,Luke Christopher,Lot to Learn,"837,100",2017-01-13
66,Snakehips,Don't Leave,"815,871",2017-01-13
67,Drake,Too Good,"810,033",2017-01-13
68,Jonas Blue,Perfect Strangers,"803,834",2017-01-13
69,Twenty One Pilots,Ride,"802,262",2017-01-13
70,KYLE,iSpy (feat. Lil Yachty),"785,724",2017-01-13
71,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),"780,465",2017-01-13
72,The Chainsmokers,Setting Fires,"777,994",2017-01-13
73,gnash,"i hate u, i love u (feat. olivia o'brien)","776,141",2017-01-13
74,Twenty One Pilots,Stressed Out,"771,040",2017-01-13
75,Rob $tone,Chill Bill,"762,978",2017-01-13
76,Bebe Rexha,I Got You,"756,688",2017-01-13
77,Desiigner,Panda,"750,596",2017-01-13
78,Alan Walker,Faded,"741,686",2017-01-13
79,21 Savage,X (feat. Future),"740,309",2017-01-13
80,Cashmere Cat,Trust Nobody (feat. Selena Gomez & Tory Lanez),"732,752",2017-01-13
81,Justin Bieber,Love Yourself,"730,005",2017-01-13
82,Rihanna,Work,"711,505",2017-01-13
83,Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","705,969",2017-01-13
84,Justin Bieber,Sorry,"701,906",2017-01-13
85,Drake,Sneakin’,"701,330",2017-01-13
86,Hearts & Colors,Lighthouse - Andrelli Remix,"699,372",2017-01-13
87,Bruno Mars,Versace on the Floor,"696,746",2017-01-13
88,Childish Gambino,Redbone,"695,588",2017-01-13
89,21 Savage,No Heart,"693,670",2017-01-13
90,Mike Perry,The Ocean (feat. Shy Martin),"687,198",2017-01-13
91,Sebastian Yatra,Traicionera,"681,144",2017-01-13
92,Coldplay,Hymn for the Weekend - Seeb Remix,"678,819",2017-01-13
93,AJR,Weak,"677,991",2017-01-13
94,Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"676,847",2017-01-13
95,The Weeknd,Sidewalks,"674,959",2017-01-13
96,Little Mix,Shout Out to My Ex,"660,575",2017-01-13
97,Rihanna,Needed Me,"653,740",2017-01-13
98,Drake,Controlla,"644,935",2017-01-13
99,The Weeknd,Six Feet Under,"644,913",2017-01-13
100,FRENSHIP,Capsize,"644,608",2017-01-13
101,G-Eazy,Some Kind Of Drug,"636,211",2017-01-13
102,Carlos Vives,La Bicicleta,"630,783",2017-01-13
103,Andy Grammer,Fresh Eyes,"624,288",2017-01-13
104,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,"616,244",2017-01-13
105,Lukas Graham,7 Years,"610,242",2017-01-13
106,DNCE,Cake By The Ocean,"596,729",2017-01-13
107,Sean Paul,No Lie,"595,963",2017-01-13
108,Niall Horan,This Town,"594,397",2017-01-13
109,Nause,Dynamite (feat. Pretty Sister),"593,403",2017-01-13
110,Ozuna,Dile Que Tu Me Quieres,"592,671",2017-01-13
111,IAmChino,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","590,736",2017-01-13
112,Lil Uzi Vert,You Was Right,"585,920",2017-01-13
113,Adele,Send My Love (To Your New Lover),"578,271",2017-01-13
114,Calum Scott,Dancing On My Own,"576,490",2017-01-13
115,Ariana Grande,Into You,"576,004",2017-01-13
116,Rihanna,Love On The Brain,"575,339",2017-01-13
117,DJ Snake,Middle,"575,128",2017-01-13
118,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),"569,995",2017-01-13
119,JP Cooper,September Song,"564,872",2017-01-13
120,Rae Sremmurd,Swang,"559,376",2017-01-13
121,DVBBS,Not Going Home,"558,429",2017-01-13
122,Zay Hilfigerrr,Juju On That Beat (TZ Anthem),"551,536",2017-01-13
123,Galantis,Love on Me,"551,253",2017-01-13
124,Daddy Yankee,Shaky Shaky,"548,894",2017-01-13
125,Isaiah,It's Gotta Be You,"546,071",2017-01-13
126,Piso 21,Me Llamas (feat. Maluma) - Remix,"545,510",2017-01-13
127,Young Thug,pick up the phone,"544,975",2017-01-13
128,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,"544,003",2017-01-13
129,Jonas Blue,Fast Car,"540,570",2017-01-13
130,Major Lazer,Lean On (feat. MØ & DJ Snake),"539,767",2017-01-13
131,San Holo,Light,"536,690",2017-01-13
132,Little Mix,Touch,"536,336",2017-01-13
133,MØ,Final Song,"529,141",2017-01-13
134,Wisin,Vacaciones,"521,258",2017-01-13
135,G-Eazy,"Me, Myself & I","513,883",2017-01-13
136,Enrique Iglesias,DUELE EL CORAZON,"512,306",2017-01-13
137,Adele,Hello,"511,377",2017-01-13
138,James Hersey,Miss You,"504,426",2017-01-13
139,J. Cole,Neighbors,"504,107",2017-01-13
140,Sia,The Greatest,"502,821",2017-01-13
141,KREAM,Taped up Heart (feat. Clara Mae),"490,990",2017-01-13
142,The Chainsmokers,Roses,"487,388",2017-01-13
143,Flo Rida,Cake - Challenge Version,"486,233",2017-01-13
144,Young M.A,OOOUUU,"485,096",2017-01-13
145,Ed Sheeran,The A Team,"483,690",2017-01-13
146,The Weeknd,Reminder,"482,929",2017-01-13
147,Cheat Codes,Sex,"480,933",2017-01-13
148,James Bay,Let It Go,"480,537",2017-01-13
149,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","475,388",2017-01-13
150,Shawn Mendes,Stitches,"473,478",2017-01-13
151,Chino & Nacho,Andas En Mi Cabeza,"473,043",2017-01-13
152,Zara Larsson,Lush Life,"472,191",2017-01-13
153,MC G15,Deu Onda,"468,572",2017-01-13
154,MiC LOWRY,Oh Lord,"467,249",2017-01-13
155,ZAYN,PILLOWTALK,"464,328",2017-01-13
156,Bruno Mars,That's What I Like,"463,894",2017-01-13
157,Maluma,Borro Cassette,"462,361",2017-01-13
158,Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""","462,142",2017-01-13
159,A R I Z O N A,Oceans Away,"462,085",2017-01-13
160,The Weeknd,The Hills,"459,790",2017-01-13
161,Zara Larsson,Ain't My Fault,"453,209",2017-01-13
162,Justin Bieber,What Do You Mean?,"450,412",2017-01-13
163,The Weeknd,Die For You,"450,137",2017-01-13
164,Mura Masa,Love$ick,"450,036",2017-01-13
165,Future,Low Life,"449,189",2017-01-13
166,Drake,Jumpman,"448,390",2017-01-13
167,Future,Used to This,"444,150",2017-01-13
168,Big Sean,Moves,"443,844",2017-01-13
169,Flume,Never Be Like You,"443,067",2017-01-13
170,Dante Klein,Let Me Hold You (Turn Me On),"442,468",2017-01-13
171,Drake,Hotline Bling,"442,423",2017-01-13
172,J. Cole,No Role Modelz,"439,496",2017-01-13
173,The Weeknd,Rockin’,"438,055",2017-01-13
174,Lady Gaga,Million Reasons,"436,298",2017-01-13
175,Jax Jones,You Don't Know Me - Radio Edit,"433,203",2017-01-13
176,Travis Scott,goosebumps,"431,897",2017-01-13
177,Maluma,Cuatro Babys,"428,229",2017-01-13
178,Milky Chance,Cocoon,"427,730",2017-01-13
179,Tove Lo,Cool Girl,"422,225",2017-01-13
180,Eminem,'Till I Collapse,"418,171",2017-01-13
181,Joel Adams,Please Don't Go,"416,367",2017-01-13
182,J. Cole,Immortal,"416,355",2017-01-13
183,Marc E. Bassy,You & Me,"414,993",2017-01-13
184,Charly Black,Gyal You A Party Animal - Remix,"413,277",2017-01-13
185,Chris Brown,Party,"412,951",2017-01-13
186,Galantis,No Money,"409,910",2017-01-13
187,John Legend,All of Me,"409,242",2017-01-13
188,Passenger,Let Her Go,"406,015",2017-01-13
189,Flume,Say It (feat. Tove Lo),"405,855",2017-01-13
190,The Weeknd,Can't Feel My Face,"403,960",2017-01-13
191,Ed Sheeran,Tenerife Sea,"402,315",2017-01-13
192,Post Malone,White Iverson,"399,417",2017-01-13
193,The Weeknd,True Colors,"395,523",2017-01-13
194,The Weeknd,Secrets,"395,079",2017-01-13
195,Farruko,Chillax (feat. Ky-Mani Marley),"394,650",2017-01-13
196,Kiiara,Gold,"394,365",2017-01-13
197,Sam Smith,Stay With Me,"387,791",2017-01-13
198,Coldplay,The Scientist,"386,649",2017-01-13
199,David Guetta,Would I Lie to You - Radio Edit,"385,521",2017-01-13
200,The Killers,Mr. Brightside,"383,709",2017-01-13
Rank,Artist,Title,Streams,Date
1,Ed Sheeran,Shape of You,"7,275,946",2017-01-14
